Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	mutagenesis site	29	15.34391534	0.044696036	"CRTC3, RAB5B, GRB2, PKHD1, GYPA, MAPKAPK3, C14ORF4, SUMO3, BAK1, RAD21, PVRL2, RHOA, RALA, SUCNR1, RILP, TNIK, LDB1, PCTP, ARID1A, COTL1, RAB31, RAB11FIP3, PECAM1, SORT1, PIAS1, GGA2, LCP1, ITGA2B, SLC9A1"	189	2045	19113	1.434074592	1	0.975369798	49.46199912
GOTERM_BP_FAT	GO:0007034~vacuolar transport	3	1.587301587	0.045326773	"AP3M1, SORT1, M6PR"	145	32	13528	8.746551724	1	0.862699823	53.84832054
GOTERM_BP_FAT	GO:0006886~intracellular protein transport	9	4.761904762	0.046615835	"RAMP3, STX6, RANBP17, AP3M1, YWHAB, SORT1, PPP3CA, GGA2, TGFB2"	145	374	13528	2.245104186	1	0.863057745	54.8762004
GOTERM_BP_FAT	GO:0000165~MAPKKK cascade	6	3.174603175	0.046850821	"SPAG9, P2RX7, TNIK, GRB2, EFNA1, ARHGEF6"	145	184	13528	3.042278861	1	0.857137326	55.06123979
UP_SEQ_FEATURE	domain:B30.2/SPRY	4	2.116402116	0.047141554	"TRIM4, BTNL9, ASH2L, SPSB3"	189	82	19113	4.933023616	1	0.969093921	51.35883786
INTERPRO	"IPR015341:Glycoside hydrolase, family 38, central region"	2	1.058201058	0.04826867	"MAN2A2, MAN2B2"	165	5	16659	40.38545455	0.999999993	0.79038997	49.57222746
INTERPRO	"IPR000602:Glycoside hydrolase, family 38, core"	2	1.058201058	0.04826867	"MAN2A2, MAN2B2"	165	5	16659	40.38545455	0.999999993	0.79038997	49.57222746
INTERPRO	"IPR011682:Glycosyl hydrolases 38, C-terminal"	2	1.058201058	0.04826867	"MAN2A2, MAN2B2"	165	5	16659	40.38545455	0.999999993	0.79038997	49.57222746
GOTERM_MF_FAT	GO:0030695~GTPase regulator activity	9	4.761904762	0.048279917	"GIT1, RILP, TBC1D24, RAB11FIP3, TNIK, ARHGEF6, KRIT1, RAPGEF6, ARAP2"	130	404	12983	2.224809596	0.999999967	0.791017312	49.14592834
GOTERM_MF_FAT	GO:0019789~SUMO ligase activity	2	1.058201058	0.048710212	"SUMO3, PIAS1"	130	5	12983	39.94769231	0.999999972	0.764997652	49.45922398
GOTERM_MF_FAT	GO:0035197~siRNA binding	2	1.058201058	0.048710212	"TARBP2, TLR7"	130	5	12983	39.94769231	0.999999972	0.764997652	49.45922398
GOTERM_BP_FAT	GO:0010769~regulation of cell morphogenesis involved in differentiation	4	2.116402116	0.048851416	"LZTS1, EFNA1, RHOA, TGFB2"	145	77	13528	4.846574116	1	0.86179251	56.60797605
GOTERM_MF_FAT	GO:0016502~nucleotide receptor activity	3	1.587301587	0.049549709	"P2RX7, ADORA2A, SUCNR1"	130	36	12983	8.322435897	0.999999979	0.743441016	50.06531341
GOTERM_MF_FAT	GO:0001614~purinergic nucleotide receptor activity	3	1.587301587	0.049549709	"P2RX7, ADORA2A, SUCNR1"	130	36	12983	8.322435897	0.999999979	0.743441016	50.06531341
INTERPRO	IPR003877:SPla/RYanodine receptor SPRY	4	2.116402116	0.0500607	"TRIM4, BTNL9, ASH2L, SPSB3"	165	84	16659	4.807792208	0.999999996	0.776257543	50.87045083
GOTERM_BP_FAT	GO:0048193~Golgi vesicle transport	5	2.645502646	0.051264182	"STX6, RAB14, SORT1, TRAPPC1, FTL"	145	131	13528	3.560937089	1	0.868319166	58.40680883
GOTERM_BP_FAT	GO:0065003~macromolecular complex assembly	13	6.878306878	0.051405941	"TRIM4, KCNQ5, SPAG9, RANBP17, TARBP2, P2RX7, REPS2, GRB2, PKHD1, YWHAB, VAMP3, HLA-DMA, FANCC"	145	665	13528	1.823842365	1	0.862418998	58.51028562
INTERPRO	IPR002048:Calcium-binding EF-hand	5	2.645502646	0.052897336	"RAB11FIP3, HPCAL1, ACTN4, TNNC1, LCP1"	165	143	16659	3.530197076	0.999999999	0.770366813	52.86220115
OMIM_DISEASE	"Malaria, resistance to"	2	1.058201058	0.053335092	"GYPA, NOS2"	41	5	3671	35.81463415	0.982680928	0.982680928	43.65519702
GOTERM_BP_FAT	GO:0042060~wound healing	6	3.174603175	0.053411897	"F11, ADORA2A, MTPN, PF4, PAPSS2, TGFB2"	145	191	13528	2.93078173	1	0.866544258	59.94883615
GOTERM_MF_FAT	GO:0060589~nucleoside-triphosphatase regulator activity	9	4.761904762	0.053637712	"GIT1, RILP, TBC1D24, RAB11FIP3, TNIK, ARHGEF6, KRIT1, RAPGEF6, ARAP2"	130	413	12983	2.176327063	0.999999995	0.745986961	52.92162816
INTERPRO	IPR001870:B302 (SPRY)-like	4	2.116402116	0.054532261	"TRIM4, BTNL9, ASH2L, SPSB3"	165	87	16659	4.64200627	0.999999999	0.757521268	53.97586659
GOTERM_BP_FAT	GO:0042391~regulation of membrane potential	5	2.645502646	0.054857101	"BAK1, P2RX7, ADORA2A, PPP3CA, KCNJ11"	145	134	13528	3.481214617	1	0.867596972	60.95604572
GOTERM_BP_FAT	GO:0001776~leukocyte homeostasis	3	1.587301587	0.056019537	"BAK1, P2RX7, FANCC"	145	36	13528	7.774712644	1	0.867218925	61.7488571
GOTERM_MF_FAT	GO:0046982~protein heterodimerization activity	6	3.174603175	0.056445015	"BAK1, P2RX7, ADORA2A, PPP3CA, ITGAM, TGFB2"	130	208	12983	2.880843195	0.999999998	0.740223806	54.79458032
GOTERM_BP_FAT	GO:0030595~leukocyte chemotaxis	3	1.587301587	0.058818145	"PF4, ITGAM, TGFB2"	145	37	13528	7.564585275	1	0.874551577	63.59595095
GOTERM_MF_FAT	GO:0003924~GTPase activity	6	3.174603175	0.059300866	"RAB31, RAB5B, RHOA, RAB14, RALA, EHD2"	130	211	12983	2.839883339	0.999999999	0.735422025	56.62886629
GOTERM_CC_FAT	GO:0005794~Golgi apparatus	15	7.936507937	0.059611674	"STX6, CDIPT, LZTS1, GRB2, GIMAP8, SLC35A4, MAN2A2, ST6GALNAC3, AP3M1, BACE1, RAB14, SORT1, LEPREL1, TRAPPC1, GGA2"	131	872	12782	1.67842636	0.99999976	0.53333026	54.9522032
SP_PIR_KEYWORDS	host-virus interaction	7	3.703703704	0.06152671	"CRTC3, LTBR, GRB2, GYPA, PVRL2, RHOA, RALA"	189	285	19235	2.499675114	0.999999813	0.821216467	56.03533232
GOTERM_MF_FAT	GO:0017016~Ras GTPase binding	4	2.116402116	0.06199859	"RILP, RAB11FIP3, RAPGEF6, RANBP3"	130	91	12983	4.389856298	1	0.730232817	58.29799922
GOTERM_BP_FAT	GO:0014049~positive regulation of glutamate secretion	2	1.058201058	0.062203046	"P2RX7, ADORA2A"	145	6	13528	31.09885057	1	0.883682411	65.71798296
UP_SEQ_FEATURE	glycosylation site:O-linked (GalNAc...)	4	2.116402116	0.062333212	"CRTAC1, GYPA, CD300LG, ITGA2B"	189	92	19113	4.396825397	1	0.984556527	61.73238744
SMART	SM00054:EFh	5	2.645502646	0.062694869	"RAB11FIP3, HPCAL1, ACTN4, TNNC1, LCP1"	96	143	9079	3.306745338	0.998730179	0.964365455	51.45315292
GOTERM_MF_FAT	GO:0030246~carbohydrate binding	8	4.232804233	0.063001058	"LPHN2, F11, MAN2A2, CDIPT, MAN2B2, PF4, M6PR, ITGAM"	130	354	12983	2.256931769	1	0.715800961	58.9029239
GOTERM_MF_FAT	GO:0008092~cytoskeletal protein binding	10	5.291005291	0.063764662	"PKNOX2, SPAG9, PHACTR1, ACTN4, ADORA2A, TNNC1, RHOA, RDX, COTL1, LCP1"	130	504	12983	1.981532357	1	0.700846405	59.35824071
GOTERM_BP_FAT	GO:0050878~regulation of body fluid levels	5	2.645502646	0.064103222	"F11, ADORA2A, RAB14, PF4, PAPSS2"	145	141	13528	3.308388359	1	0.886068418	66.85769384
UP_SEQ_FEATURE	metal ion-binding site:Zinc	5	2.645502646	0.064553857	"MAN2A2, MAN2B2, NOS2, PPP3CA, MOBKL2B"	189	153	19113	3.304803403	1	0.980378004	63.06290938
GOTERM_BP_FAT	GO:0060326~cell chemotaxis	3	1.587301587	0.06455644	"PF4, ITGAM, TGFB2"	145	39	13528	7.176657825	1	0.88263358	67.12421936
GOTERM_BP_FAT	GO:0051046~regulation of secretion	6	3.174603175	0.064751724	"P2RX7, ADORA2A, PFKFB2, NOS2, KCNJ11, TGFB2"	145	202	13528	2.771184705	1	0.878190495	67.23843859
GOTERM_CC_FAT	GO:0031093~platelet alpha granule lumen	3	1.587301587	0.065078435	"ACTN4, PF4, TGFB2"	131	41	12782	7.139452616	0.999999943	0.548280583	58.23414808
BBID	8.MonocytesIFNF_IL4	2	1.058201058	0.065731999	"NOS2, ITGAM"	4	8	358	22.375	0.334988972	0.334988972	27.77621973
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	19	10.05291005	0.066577858	"RAMP3, GYPE, ATP1B3, ADORA2A, PKHD1, EFNA1, MPP3, AQP1, M6PR, KCNJ11, ITGAM, IL17RA, KCTD7, GPR4, KCNQ5, P2RX7, CNR1, BACE1, ITGA2B"	131	1215	12782	1.525825401	0.999999962	0.540062769	59.09493663
GOTERM_BP_FAT	GO:0050796~regulation of insulin secretion	3	1.587301587	0.067493527	"PFKFB2, NOS2, KCNJ11"	145	40	13528	6.997241379	1	0.883943312	68.80321154
GOTERM_MF_FAT	GO:0004559~alpha-mannosidase activity	2	1.058201058	0.067528392	"MAN2A2, MAN2B2"	130	7	12983	28.53406593	1	0.703749059	61.534929
GOTERM_CC_FAT	GO:0005624~membrane fraction	14	7.407407407	0.067812353	"STX6, P2RX7, RAB5B, ADORA2A, GYPA, BACE1, RAB14, SORT1, CYP2R1, VAMP3, PPP3CA, KCNJ11, EHD2, SLC9A1"	131	809	12782	1.688523198	0.999999973	0.531006862	59.79131328
UP_SEQ_FEATURE	domain:SH2	4	2.116402116	0.068971559	"GRAP, GRB2, SH2B3, SHC3"	189	96	19113	4.213624339	1	0.978913758	65.58246373
GOTERM_BP_FAT	GO:0031344~regulation of cell projection organization	4	2.116402116	0.069287606	"LZTS1, EFNA1, RHOA, RALA"	145	89	13528	4.193103448	1	0.885780868	69.78878582
GOTERM_BP_FAT	GO:0006869~lipid transport	5	2.645502646	0.069340496	"SLC25A20, P2RX7, CPT2, OSBPL8, PCTP"	145	145	13528	3.217122473	1	0.881114782	69.81739198
GOTERM_BP_FAT	GO:0050714~positive regulation of protein secretion	3	1.587301587	0.07047421	"P2RX7, ADORA2A, TGFB2"	145	41	13528	6.826576955	1	0.880549903	70.42448264
GOTERM_BP_FAT	GO:0006812~cation transport	11	5.82010582	0.071051289	"KCNQ5, SLC25A20, P2RX7, CPT2, ATP1B3, PPP3CA, AQP1, KCNJ11, KCTD7, SLC9A1, FTL"	145	553	13528	1.855808443	1	0.877938419	70.72907514
UP_SEQ_FEATURE	nucleotide phosphate-binding region:GTP	7	3.703703704	0.072015635	"RAB31, RAB5B, GIMAP8, RHOA, RHOBTB2, RAB14, RALA"	189	295	19113	2.399623352	1	0.975899465	67.22426272
GOTERM_MF_FAT	GO:0005509~calcium ion binding	15	7.936507937	0.072121277	"PRF1, REPS2, HPCAL1, ACTN4, CRTAC1, TNNC1, ITGAM, RAB11FIP3, TTYH2, FSTL5, NOS2, PPP3CA, EHD2, LCP1, ITGA2B"	130	919	12983	1.630074496	1	0.710743576	64.0446926
GOTERM_BP_FAT	GO:0015838~betaine transport	2	1.058201058	0.072189939	"SLC25A20, CPT2"	145	7	13528	26.65615764	1	0.877464332	71.32144508
GOTERM_BP_FAT	GO:0015879~carnitine transport	2	1.058201058	0.072189939	"SLC25A20, CPT2"	145	7	13528	26.65615764	1	0.877464332	71.32144508
GOTERM_BP_FAT	GO:0001916~positive regulation of T cell mediated cytotoxicity	2	1.058201058	0.072189939	"P2RX7, PVRL2"	145	7	13528	26.65615764	1	0.877464332	71.32144508
GOTERM_BP_FAT	GO:0032365~intracellular lipid transport	2	1.058201058	0.072189939	"SLC25A20, CPT2"	145	7	13528	26.65615764	1	0.877464332	71.32144508
GOTERM_BP_FAT	GO:0043496~regulation of protein homodimerization activity	2	1.058201058	0.072189939	"BAK1, AIDA"	145	7	13528	26.65615764	1	0.877464332	71.32144508
GOTERM_BP_FAT	GO:0034613~cellular protein localization	9	4.761904762	0.072472641	"RAMP3, STX6, RANBP17, AP3M1, YWHAB, SORT1, PPP3CA, GGA2, TGFB2"	145	411	13528	2.042990184	1	0.873845835	71.4667615
BIOCARTA	h_cptPathway:Mitochondrial Carnitine Palmitoyltransferase (CPT) System	2	1.058201058	0.073139023	"SLC25A20, CPT2"	28	4	1437	25.66071429	0.999533905	0.999533905	57.02680084
GOTERM_CC_FAT	GO:0060205~cytoplasmic membrane-bounded vesicle lumen	3	1.587301587	0.073632332	"ACTN4, PF4, TGFB2"	131	44	12782	6.652671756	0.999999994	0.546307409	62.92939049
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	10	5.291005291	0.074439674	"SPAG9, BAK1, TARBP2, P2RX7, ADORA2A, PKHD1, EFNA1, PFKFB2, YWHAB, TGFB2"	145	485	13528	1.923640242	1	0.876476684	72.45886947
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	10	5.291005291	0.074439674	"SPAG9, BAK1, TARBP2, P2RX7, ADORA2A, PKHD1, EFNA1, PFKFB2, YWHAB, TGFB2"	145	485	13528	1.923640242	1	0.876476684	72.45886947
GOTERM_BP_FAT	GO:0070727~cellular macromolecule localization	9	4.761904762	0.074889138	"RAMP3, STX6, RANBP17, AP3M1, YWHAB, SORT1, PPP3CA, GGA2, TGFB2"	145	414	13528	2.028185907	1	0.873583513	72.68096725
UP_SEQ_FEATURE	metal ion-binding site:Iron	3	1.587301587	0.075169855	"LEPREL1, PPP3CA, FTL"	189	46	19113	6.595238095	1	0.973137008	68.84817345
GOTERM_BP_FAT	GO:0051899~membrane depolarization	3	1.587301587	0.076561401	"P2RX7, ADORA2A, PPP3CA"	145	43	13528	6.509061748	1	0.875116667	73.49260177
INTERPRO	IPR011993:Pleckstrin homology-type	7	3.703703704	0.079360033	"OSBPL8, ARHGEF6, RANBP3, RDX, SHC3, APBB1IP, ARAP2"	165	303	16659	2.332493249	1	0.858948495	68.15399789
GOTERM_CC_FAT	GO:0031983~vesicle lumen	3	1.587301587	0.079524214	"ACTN4, PF4, TGFB2"	131	46	12782	6.363425158	0.999999999	0.560455658	65.87465861
GOTERM_CC_FAT	GO:0005802~trans-Golgi network	3	1.587301587	0.079524214	"STX6, BACE1, GGA2"	131	46	12782	6.363425158	0.999999999	0.560455658	65.87465861
GOTERM_BP_FAT	GO:0002699~positive regulation of immune effector process	3	1.587301587	0.079665481	"P2RX7, PVRL2, NOS2"	145	44	13528	6.361128527	1	0.881421572	74.93942643
GOTERM_CC_FAT	GO:0030054~cell junction	10	5.291005291	0.081684177	"GIT1, PHACTR1, P2RX7, LZTS1, PKHD1, PVRL2, VAMP3, APBB1IP, LCP1, ITGA2B"	131	518	12782	1.883639365	0.999999999	0.55639007	66.89915584
GOTERM_BP_FAT	GO:0010033~response to organic substance	13	6.878306878	0.083009635	"ME1, PRF1, GRB2, ADORA2A, PFKFB2, AQP1, KCNJ11, TGFB2, TARBP2, P2RX7, SORT1, PPP3CA, SLC9A1"	145	721	13528	1.682184705	1	0.887992328	76.41491464
GOTERM_CC_FAT	GO:0005626~insoluble fraction	14	7.407407407	0.084655998	"STX6, P2RX7, RAB5B, ADORA2A, GYPA, BACE1, RAB14, SORT1, CYP2R1, VAMP3, PPP3CA, KCNJ11, EHD2, SLC9A1"	131	839	12782	1.628146922	1	0.55624317	68.26237281
COG_ONTOLOGY	Transcription / Cell division and chromosome partitioning	3	1.587301587	0.085392854	"BRPF1, ZBTB34, ZNF416"	15	69	1950	5.652173913	0.510360186	0.510360186	38.65540077
GOTERM_BP_FAT	GO:0002791~regulation of peptide secretion	3	1.587301587	0.085988694	"PFKFB2, NOS2, KCNJ11"	145	46	13528	6.084557721	1	0.89298183	77.66016488
GOTERM_BP_FAT	GO:0010324~membrane invagination	6	3.174603175	0.085997161	"RAMP3, P2RX7, ADORA2A, SORT1, M6PR, EHD2"	145	220	13528	2.544451411	1	0.889142635	77.66361427
GOTERM_BP_FAT	GO:0006897~endocytosis	6	3.174603175	0.085997161	"RAMP3, P2RX7, ADORA2A, SORT1, M6PR, EHD2"	145	220	13528	2.544451411	1	0.889142635	77.66361427
GOTERM_BP_FAT	GO:0010876~lipid localization	5	2.645502646	0.086659898	"SLC25A20, P2RX7, CPT2, OSBPL8, PCTP"	145	157	13528	2.971227762	1	0.887252985	77.93206567
GOTERM_BP_FAT	GO:0051272~positive regulation of cell motion	4	2.116402116	0.086751443	"SPAG9, ACTN4, ETS1, TGFB2"	145	98	13528	3.808022519	1	0.883679565	77.96890768
GOTERM_BP_FAT	GO:0043549~regulation of kinase activity	8	4.232804233	0.087042109	"SPAG9, TARBP2, P2RX7, ADORA2A, PKHD1, EFNA1, PFKFB2, TGFB2"	145	357	13528	2.09067903	1	0.880715268	78.0855036
GOTERM_BP_FAT	GO:0043269~regulation of ion transport	4	2.116402116	0.08879728	"BAK1, P2RX7, ACTN4, ADORA2A"	145	99	13528	3.769557645	1	0.882200032	78.77732649
GOTERM_BP_FAT	GO:0045860~positive regulation of protein kinase activity	6	3.174603175	0.089856407	"SPAG9, P2RX7, ADORA2A, PKHD1, EFNA1, TGFB2"	145	223	13528	2.510221123	1	0.881598136	79.18480695
GOTERM_BP_FAT	GO:0048585~negative regulation of response to stimulus	4	2.116402116	0.090863376	"TARBP2, AIDA, ADORA2A, TGFB2"	145	100	13528	3.731862069	1	0.880861784	79.56539054
GOTERM_BP_FAT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	6	3.174603175	0.091162639	"REPS2, GRB2, ADORA2A, EFNA1, SORT1, SHC3"	145	224	13528	2.499014778	1	0.878072203	79.67722993
GOTERM_BP_FAT	GO:0001914~regulation of T cell mediated cytotoxicity	2	1.058201058	0.091847965	"P2RX7, PVRL2"	145	9	13528	20.73256705	1	0.876443964	79.93118321
GOTERM_BP_FAT	GO:0006013~mannose metabolic process	2	1.058201058	0.091847965	"MAN2A2, MAN2B2"	145	9	13528	20.73256705	1	0.876443964	79.93118321
GOTERM_BP_FAT	GO:0002262~myeloid cell homeostasis	2	1.058201058	0.091847965	"BAK1, FANCC"	145	9	13528	20.73256705	1	0.876443964	79.93118321
GOTERM_BP_FAT	GO:0045176~apical protein localization	2	1.058201058	0.091847965	"RAB14, RDX"	145	9	13528	20.73256705	1	0.876443964	79.93118321
GOTERM_BP_FAT	GO:0006895~Golgi to endosome transport	2	1.058201058	0.091847965	"RAB14, SORT1"	145	9	13528	20.73256705	1	0.876443964	79.93118321
GOTERM_BP_FAT	GO:0051346~negative regulation of hydrolase activity	3	1.587301587	0.09245766	"ADORA2A, SORT1, TGFB2"	145	48	13528	5.831034483	1	0.874618191	80.15460052
GOTERM_BP_FAT	GO:0002697~regulation of immune effector process	4	2.116402116	0.0929495	"TARBP2, P2RX7, PVRL2, NOS2"	145	101	13528	3.69491294	1	0.872468437	80.33312505
SP_PIR_KEYWORDS	platelet	2	1.058201058	0.093570816	"PF4, ITGA2B"	189	10	19235	20.35449735	1	0.909019847	71.95567393
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	18	9.523809524	0.094071395	"RAMP3, GYPE, ATP1B3, ADORA2A, EFNA1, MPP3, AQP1, M6PR, KCNJ11, ITGAM, IL17RA, KCTD7, GPR4, KCNQ5, P2RX7, CNR1, BACE1, ITGA2B"	131	1188	12782	1.478371501	1	0.58315443	72.24674008
GOTERM_BP_FAT	GO:0050817~coagulation	4	2.116402116	0.095055418	"F11, ADORA2A, PF4, PAPSS2"	145	102	13528	3.658688303	1	0.875065572	81.0805841
GOTERM_BP_FAT	GO:0007596~blood coagulation	4	2.116402116	0.095055418	"F11, ADORA2A, PF4, PAPSS2"	145	102	13528	3.658688303	1	0.875065572	81.0805841
SP_PIR_KEYWORDS	SH2 domain	4	2.116402116	0.095131349	"GRAP, GRB2, SH2B3, SHC3"	189	111	19235	3.667477001	1	0.8911099	72.57412124
GOTERM_CC_FAT	GO:0009897~external side of plasma membrane	5	2.645502646	0.095266436	"P2RX7, PKHD1, SORT1, ITGAM, ITGA2B"	131	170	12782	2.869779973	1	0.575207304	72.71800792
SP_PIR_KEYWORDS	calcium	13	6.878306878	0.095660356	"PRF1, REPS2, RAB11FIP3, HPCAL1, ACTN4, TNNC1, TTYH2, FSTL5, NOS2, EHD2, ITGAM, LCP1, ITGA2B"	189	803	19235	1.647624319	1	0.870557991	72.7808968
INTERPRO	IPR000980:SH2 motif	4	2.116402116	0.096610276	"GRAP, GRB2, SH2B3, SHC3"	165	111	16659	3.638329238	1	0.896181363	75.48817729
GOTERM_CC_FAT	GO:0031092~platelet alpha granule membrane	2	1.058201058	0.097207417	"PECAM1, ITGA2B"	131	10	12782	19.51450382	1	0.570601371	73.46772658
GOTERM_CC_FAT	GO:0042995~cell projection	12	6.349206349	0.097819623	"P2RX7, LZTS1, ACTN4, ADORA2A, PKHD1, MTPN, BACE1, RDX, AQP1, APBB1IP, LCP1, TGFB2"	131	697	12782	1.679871204	1	0.561118765	73.70022153
KEGG_PATHWAY	hsa04144:Endocytosis	6	3.174603175	0.098514753	"GIT1, RAB31, RAB11FIP3, RAB5B, ARAP2, EHD2"	69	184	5085	2.403119093	0.999891268	0.897884957	67.48150796
