ID	Chrom	Start	Stop
MI0000459_MIMAT0000435_148808538	chr5	148808538	148808558
MI0000459_MIMAT0000435_148808539	chr5	148808539	148808559
MI0000459_MIMAT0000435_148808540	chr5	148808540	148808560
MI0000459_MIMAT0000435_148808541	chr5	148808541	148808561
MI0000459_MIMAT0000435_148808542	chr5	148808542	148808562
MI0000459_MIMAT0000435_148808543	chr5	148808543	148808563
MI0000459_MIMAT0000435_148808544	chr5	148808544	148808564
MI0000459_MIMAT0000435_148808545	chr5	148808545	148808565
MI0000459_MIMAT0000435_148808546	chr5	148808546	148808566
MI0000460_MIMAT0004600_27188621	chr17	27188621	27188641
MI0000460_MIMAT0004600_27188622	chr17	27188622	27188642
MI0000460_MIMAT0000436_27188581	chr17	27188581	27188601
MI0000460_MIMAT0000436_27188585	chr17	27188585	27188605
MI0000460_MIMAT0000436_27188586	chr17	27188586	27188606
MI0000461_MIMAT0000437_148810223	chr5	148810223	148810243
MI0000461_MIMAT0000437_148810224	chr5	148810224	148810244
MI0000461_MIMAT0000437_148810225	chr5	148810225	148810245
MI0000461_MIMAT0000437_148810227	chr5	148810227	148810247
MI0000461_MIMAT0000437_148810228	chr5	148810228	148810248
MI0000461_MIMAT0004601_148810262	chr5	148810262	148810282
MI0000461_MIMAT0004601_148810263	chr5	148810263	148810283
MI0000461_MIMAT0004601_148810264	chr5	148810264	148810284
MI0000461_MIMAT0004601_148810265	chr5	148810265	148810285
MI0000461_MIMAT0004601_148810266	chr5	148810266	148810286
MI0000461_MIMAT0004601_148810267	chr5	148810267	148810287
MI0000461_MIMAT0004601_148810268	chr5	148810268	148810288
MI0000462_MIMAT0000438_46114560	chr17	46114560	46114580
MI0000463_MIMAT0000439_220158869	chr2	220158869	220158889
MI0000464_MIMAT0000439_157367062	chr7	157367062	157367082
MI0000465_MIMAT0000440_49058120	chr3	49058120	49058140
MI0000465_MIMAT0000440_49058125	chr3	49058125	49058145
MI0000465_MIMAT0000440_49058126	chr3	49058126	49058146
MI0000465_MIMAT0000440_49058127	chr3	49058127	49058147
MI0000465_MIMAT0001618_49058084	chr3	49058084	49058104
MI0000465_MIMAT0001618_49058085	chr3	49058085	49058105
MI0000466_MIMAT0000441_156390206	chr1	156390206	156390226
MI0000468_MIMAT0000441_89911263	chr15	89911263	89911283
MI0000469_MIMAT0000443_52196520	chr19	52196520	52196540
MI0000469_MIMAT0000443_52196521	chr19	52196521	52196541
MI0000469_MIMAT0000443_52196522	chr19	52196522	52196542
MI0000469_MIMAT0000443_52196523	chr19	52196523	52196543
MI0000469_MIMAT0000443_52196524	chr19	52196524	52196544
MI0000469_MIMAT0000443_52196525	chr19	52196525	52196545
MI0000469_MIMAT0000443_52196527	chr19	52196527	52196547
MI0000469_MIMAT0000443_52196528	chr19	52196528	52196548
MI0000469_MIMAT0004602_52196559	chr19	52196559	52196579
MI0000469_MIMAT0004602_52196560	chr19	52196560	52196580
MI0000470_MIMAT0004603_17962609	chr21	17962609	17962629
MI0000470_MIMAT0004603_17962610	chr21	17962610	17962630
MI0000470_MIMAT0004603_17962612	chr21	17962612	17962632
MI0000470_MIMAT0004603_17962613	chr21	17962613	17962633
MI0000471_MIMAT0000444_139565067	chr9	139565067	139565087
MI0000471_MIMAT0000444_139565068	chr9	139565068	139565088
MI0000471_MIMAT0000444_139565069	chr9	139565069	139565089
MI0000471_MIMAT0000444_139565070	chr9	139565070	139565090
MI0000471_MIMAT0000445_139565104	chr9	139565104	139565124
MI0000471_MIMAT0000445_139565105	chr9	139565105	139565125
MI0000471_MIMAT0000445_139565106	chr9	139565106	139565126
MI0000471_MIMAT0000445_139565107	chr9	139565107	139565127
MI0000471_MIMAT0000445_139565111	chr9	139565111	139565131
MI0000472_MIMAT0004604_101349338	chr14	101349338	101349358
MI0000472_MIMAT0004604_101349339	chr14	101349339	101349359
MI0000472_MIMAT0004604_101349340	chr14	101349340	101349360
MI0000472_MIMAT0000446_101349371	chr14	101349371	101349391
MI0000472_MIMAT0000446_101349372	chr14	101349372	101349392
MI0000472_MIMAT0000446_101349373	chr14	101349373	101349393
MI0000472_MIMAT0000446_101349374	chr14	101349374	101349394
MI0000473_MIMAT0000242_43602958	chr11	43602958	43602978
MI0000474_MIMAT0000447_101521031	chr14	101521031	101521051
MI0000475_MIMAT0000448_101351050	chr14	101351050	101351070
MI0000475_MIMAT0000448_101351053	chr14	101351053	101351073
MI0000475_MIMAT0004606_101351087	chr14	101351087	101351107
MI0000475_MIMAT0004606_101351088	chr14	101351088	101351108
MI0000475_MIMAT0004606_101351089	chr14	101351089	101351109
MI0000476_MIMAT0004607_44155764	chr3	44155764	44155784
MI0000476_MIMAT0004607_44155766	chr3	44155766	44155786
MI0000477_MIMAT0000449_159912378	chr5	159912378	159912398
MI0000477_MIMAT0000449_159912379	chr5	159912379	159912399
MI0000477_MIMAT0000449_159912380	chr5	159912380	159912400
MI0000477_MIMAT0000449_159912381	chr5	159912381	159912401
MI0000478_MIMAT0000450_241395432	chr2	241395432	241395452
MI0000479_MIMAT0000451_50004108	chr19	50004108	50004128
MI0000479_MIMAT0000451_50004109	chr19	50004109	50004129
MI0000479_MIMAT0000451_50004110	chr19	50004110	50004130
MI0000479_MIMAT0000451_50004112	chr19	50004112	50004132
MI0000479_MIMAT0004610_50004075	chr19	50004075	50004095
MI0000479_MIMAT0004610_50004076	chr19	50004076	50004096
MI0000480_MIMAT0000452_101526106	chr14	101526106	101526126
MI0000481_MIMAT0000454_79502182	chr15	79502182	79502202
MI0000482_MIMAT0000455_20020676	chr22	20020676	20020696
MI0000482_MIMAT0004611_20020710	chr22	20020710	20020730
MI0000482_MIMAT0004611_20020711	chr22	20020711	20020731
MI0000483_MIMAT0000456_71533379	chr1	71533379	71533399
MI0000483_MIMAT0000456_71533380	chr1	71533380	71533400
MI0000483_MIMAT0000456_71533384	chr1	71533384	71533404
MI0000483_MIMAT0000456_71533385	chr1	71533385	71533405
MI0000483_MIMAT0000456_71533386	chr1	71533386	71533406
MI0000484_MIMAT0000457_49768123	chrX	49768123	49768143
MI0000484_MIMAT0004613_49768162	chrX	49768162	49768182
MI0000486_MIMAT0000458_63116170	chr15	63116170	63116190
MI0000487_MIMAT0004614_29887035	chr17	29887035	29887055
MI0000487_MIMAT0000459_29887069	chr17	29887069	29887089
MI0000488_MIMAT0000460_220291569	chr1	220291569	220291589
MI0000489_MIMAT0000461_6921005	chr17	6921005	6921025
MI0000489_MIMAT0000461_6921006	chr17	6921006	6921026
MI0000489_MIMAT0000461_6921007	chr17	6921007	6921027
MI0000489_MIMAT0004615_6920968	chr17	6920968	6920988
MI0000542_MIMAT0000510_22102507	chr8	22102507	22102527
MI0000542_MIMAT0000510_22102508	chr8	22102508	22102528
MI0000542_MIMAT0000510_22102509	chr8	22102509	22102529
MI0000542_MIMAT0000510_22102510	chr8	22102510	22102530
MI0000650_MIMAT0004657_7072866	chr12	7072866	7072886
MI0000650_MIMAT0000617_7072904	chr12	7072904	7072924
MI0000650_MIMAT0000617_7072905	chr12	7072905	7072925
MI0000650_MIMAT0000617_7072906	chr12	7072906	7072926
MI0000651_MIMAT0000416_61151558	chr20	61151558	61151578
MI0000681_MIMAT0000646_26946294	chr21	26946294	26946314
MI0000681_MIMAT0000646_26946295	chr21	26946295	26946315
MI0000681_MIMAT0000646_26946296	chr21	26946296	26946316
MI0000727_MIMAT0000424_35786019	chr3	35786019	35786039
MI0000734_MIMAT0000680_99691686	chr7	99691686	99691706
MI0000734_MIMAT0004672_99691646	chr7	99691646	99691666
MI0000734_MIMAT0004672_99691647	chr7	99691647	99691667
MI0000734_MIMAT0004672_99691648	chr7	99691648	99691668
MI0000735_MIMAT0004673_207975267	chr1	207975267	207975287
MI0000735_MIMAT0004673_207975268	chr1	207975268	207975288
MI0000735_MIMAT0004673_207975269	chr1	207975269	207975289
MI0000735_MIMAT0000681_207975224	chr1	207975224	207975244
MI0000735_MIMAT0000681_207975225	chr1	207975225	207975245
MI0000735_MIMAT0000681_207975226	chr1	207975226	207975246
MI0000735_MIMAT0000681_207975228	chr1	207975228	207975248
MI0000735_MIMAT0000681_207975229	chr1	207975229	207975249
MI0000735_MIMAT0000681_207975231	chr1	207975231	207975251
MI0000735_MIMAT0000681_207975232	chr1	207975232	207975252
MI0000736_MIMAT0004674_41223011	chr1	41223011	41223031
MI0000736_MIMAT0004674_41223012	chr1	41223012	41223032
MI0000737_MIMAT0001620_1103258	chr1	1103258	1103278
MI0000737_MIMAT0001620_1103259	chr1	1103259	1103279
MI0000737_MIMAT0000682_1103295	chr1	1103295	1103315
MI0000737_MIMAT0000682_1103296	chr1	1103296	1103316
MI0000737_MIMAT0000682_1103297	chr1	1103297	1103317
MI0000742_MIMAT0000685_111383675	chr11	111383675	111383695
MI0000742_MIMAT0000685_111383676	chr11	111383676	111383696
MI0000742_MIMAT0004676_111383712	chr11	111383712	111383732
MI0000742_MIMAT0004676_111383713	chr11	111383713	111383733
MI0000742_MIMAT0004676_111383714	chr11	111383714	111383734
MI0000743_MIMAT0000686_111384174	chr11	111384174	111384194
MI0000743_MIMAT0000686_111384175	chr11	111384175	111384195
MI0000743_MIMAT0000686_111384176	chr11	111384176	111384196
MI0000743_MIMAT0000686_111384177	chr11	111384177	111384197
MI0000743_MIMAT0004677_111384209	chr11	111384209	111384229
MI0000743_MIMAT0004677_111384210	chr11	111384210	111384230
MI0000743_MIMAT0004677_111384213	chr11	111384213	111384233
MI0000744_MIMAT0002890_101490137	chr14	101490137	101490157
MI0000744_MIMAT0000687_101490169	chr14	101490169	101490189
MI0000745_MIMAT0000688_57228531	chr17	57228531	57228551
MI0000745_MIMAT0000688_57228532	chr17	57228532	57228552
MI0000746_MIMAT0000689_52195870	chr19	52195870	52195890
MI0000746_MIMAT0000689_52195871	chr19	52195871	52195891
MI0000746_MIMAT0000689_52195872	chr19	52195872	52195892
MI0000746_MIMAT0000689_52195873	chr19	52195873	52195893
MI0000746_MIMAT0000689_52195874	chr19	52195874	52195894
MI0000746_MIMAT0000689_52195875	chr19	52195875	52195895
MI0000746_MIMAT0004678_52195909	chr19	52195909	52195929
MI0000747_MIMAT0000690_57392736	chr20	57392736	57392756
MI0000747_MIMAT0004679_57392701	chr20	57392701	57392721
MI0000748_MIMAT0004680_22007605	chr22	22007605	22007625
MI0000748_MIMAT0000691_22007643	chr22	22007643	22007663
MI0000748_MIMAT0000691_22007644	chr22	22007644	22007664
MI0000749_MIMAT0000692_41220042	chr1	41220042	41220062
MI0000749_MIMAT0000692_41220043	chr1	41220043	41220063
MI0000749_MIMAT0000692_41220044	chr1	41220044	41220064
MI0000749_MIMAT0000692_41220045	chr1	41220045	41220065
MI0000749_MIMAT0000693_41220084	chr1	41220084	41220104
MI0000749_MIMAT0000693_41220085	chr1	41220085	41220105
MI0000749_MIMAT0000693_41220086	chr1	41220086	41220106
MI0000749_MIMAT0000693_41220090	chr1	41220090	41220110
MI0000750_MIMAT0004681_58218424	chr12	58218424	58218444
MI0000760_MIMAT0000703_85158706	chrX	85158706	85158726
MI0000760_MIMAT0000703_85158707	chrX	85158707	85158727
MI0000760_MIMAT0000703_85158708	chrX	85158708	85158728
MI0000760_MIMAT0004682_85158666	chrX	85158666	85158686
MI0000760_MIMAT0004682_85158667	chrX	85158667	85158687
MI0000760_MIMAT0004682_85158668	chrX	85158668	85158688
MI0000760_MIMAT0004682_85158670	chrX	85158670	85158690
MI0000762_MIMAT0000705_49773576	chrX	49773576	49773596
MI0000762_MIMAT0004683_49773613	chrX	49773613	49773633
MI0000764_MIMAT0000707_133303432	chrX	133303432	133303452
MI0000764_MIMAT0000707_133303433	chrX	133303433	133303453
MI0000767_MIMAT0000710_14403197	chr16	14403197	14403217
MI0000776_MIMAT0000720_101506069	chr14	101506069	101506089
MI0000777_MIMAT0001621_101531943	chr14	101531943	101531963
MI0000777_MIMAT0000721_101531978	chr14	101531978	101531998
MI0000778_MIMAT0000722_101377523	chr14	101377523	101377543
MI0000782_MIMAT0000727_73507180	chrX	73507180	73507200
MI0000782_MIMAT0000727_73507181	chrX	73507181	73507201
MI0000782_MIMAT0004688_73507149	chrX	73507149	73507169
MI0000782_MIMAT0004688_73507150	chrX	73507150	73507170
MI0000782_MIMAT0004688_73507151	chrX	73507151	73507171
MI0000783_MIMAT0000728_219866390	chr2	219866390	219866410
MI0000783_MIMAT0000728_219866391	chr2	219866391	219866411
MI0000783_MIMAT0000728_219866392	chr2	219866392	219866412
MI0000784_MIMAT0003386_101507125	chr14	101507125	101507145
MI0000784_MIMAT0000729_101507162	chr14	101507162	101507182
MI0000785_MIMAT0004689_101528393	chr14	101528393	101528413
MI0000785_MIMAT0000730_101528431	chr14	101528431	101528451
MI0000786_MIMAT0000731_149112392	chr5	149112392	149112412
MI0000786_MIMAT0000731_149112393	chr5	149112393	149112413
MI0000786_MIMAT0000732_149112429	chr5	149112429	149112449
MI0000786_MIMAT0000732_149112430	chr5	149112430	149112450
MI0000786_MIMAT0000732_149112431	chr5	149112431	149112451
MI0000786_MIMAT0000732_149112432	chr5	149112432	149112452
MI0000787_MIMAT0000733_101488408	chr14	101488408	101488428
MI0000787_MIMAT0004690_101488446	chr14	101488446	101488466
MI0000789_MIMAT0000736_101512304	chr14	101512304	101512324
MI0000789_MIMAT0000736_101512305	chr14	101512305	101512325
MI0000789_MIMAT0000736_101512306	chr14	101512306	101512326
MI0000790_MIMAT0000737_101520653	chr14	101520653	101520673
MI0000802_MIMAT0004692_179442382	chr5	179442382	179442402
MI0000802_MIMAT0004692_179442383	chr5	179442383	179442403
MI0000802_MIMAT0000750_179442339	chr5	179442339	179442359
MI0000802_MIMAT0000750_179442340	chr5	179442340	179442360
MI0000803_MIMAT0004693_46142328	chr19	46142328	46142348
MI0000803_MIMAT0000751_46142287	chr19	46142287	46142307
MI0000803_MIMAT0000751_46142288	chr19	46142288	46142308
MI0000803_MIMAT0000751_46142289	chr19	46142289	46142309
MI0000804_MIMAT0000752_67236250	chr16	67236250	67236270
MI0000804_MIMAT0000752_67236251	chr16	67236251	67236271
MI0000805_MIMAT0004694_100576010	chr14	100576010	100576030
MI0000805_MIMAT0004694_100576011	chr14	100576011	100576031
MI0000805_MIMAT0000753_100576052	chr14	100576052	100576072
MI0000805_MIMAT0000753_100576053	chr14	100576053	100576073
MI0000805_MIMAT0000753_100576054	chr14	100576054	100576074
MI0000806_MIMAT0004695_101340852	chr14	101340852	101340872
MI0000806_MIMAT0000754_101340890	chr14	101340890	101340910
MI0000806_MIMAT0000754_101340891	chr14	101340891	101340911
MI0000807_MIMAT0000755_101492119	chr14	101492119	101492139
MI0000808_MIMAT0000756_75046171	chr11	75046171	75046191
MI0000809_MIMAT0004697_141742740	chr8	141742740	141742760
MI0000809_MIMAT0004697_141742741	chr8	141742741	141742761
MI0000809_MIMAT0004697_141742742	chr8	141742742	141742762
MI0000809_MIMAT0004697_141742743	chr8	141742743	141742763
MI0000809_MIMAT0000757_141742704	chr8	141742704	141742724
MI0000809_MIMAT0000757_141742705	chr8	141742705	141742725
MI0000809_MIMAT0000757_141742706	chr8	141742706	141742726
MI0000809_MIMAT0000757_141742707	chr8	141742707	141742727
MI0000809_MIMAT0000757_141742708	chr8	141742708	141742728
MI0000810_MIMAT0000758_205417511	chr1	205417511	205417531
MI0000810_MIMAT0004698_205417472	chr1	205417472	205417492
MI0000811_MIMAT0004699_54731023	chr12	54731023	54731043
MI0000811_MIMAT0004699_54731024	chr12	54731024	54731044
MI0000811_MIMAT0000759_54731062	chr12	54731062	54731082
MI0000811_MIMAT0000759_54731063	chr12	54731063	54731083
MI0000811_MIMAT0000759_54731064	chr12	54731064	54731084
MI0000812_MIMAT0004700_95702219	chr12	95702219	95702239
MI0000812_MIMAT0004700_95702220	chr12	95702220	95702240
MI0000812_MIMAT0004700_95702221	chr12	95702221	95702241
MI0000812_MIMAT0000760_95702256	chr12	95702256	95702276
MI0000812_MIMAT0000760_95702257	chr12	95702257	95702277
MI0000813_MIMAT0000761_7126683	chr17	7126683	7126703
MI0000813_MIMAT0000762_7126646	chr17	7126646	7126666
MI0000813_MIMAT0000762_7126648	chr17	7126648	7126668
MI0000814_MIMAT0004701_79099744	chr17	79099744	79099764
MI0000814_MIMAT0004701_79099746	chr17	79099746	79099766
MI0000814_MIMAT0004701_79099747	chr17	79099747	79099767
MI0000814_MIMAT0000763_79099707	chr17	79099707	79099727
MI0000814_MIMAT0000763_79099708	chr17	79099708	79099728
MI0000814_MIMAT0000763_79099709	chr17	79099709	79099729
MI0000815_MIMAT0000764_1062648	chr7	1062648	1062668
MI0000815_MIMAT0004702_1062611	chr7	1062611	1062631
MI0000815_MIMAT0004702_1062612	chr7	1062612	1062632
MI0000815_MIMAT0004702_1062613	chr7	1062613	1062633
MI0000816_MIMAT0000765_130135967	chr7	130135967	130135987
MI0000816_MIMAT0000765_130135968	chr7	130135968	130135988
MI0000816_MIMAT0000765_130135969	chr7	130135969	130135989
MI0000816_MIMAT0004703_130136002	chr7	130136002	130136022
MI0000816_MIMAT0004703_130136003	chr7	130136003	130136023
MI0000816_MIMAT0004703_130136004	chr7	130136004	130136024
MI0000816_MIMAT0004703_130136005	chr7	130136005	130136025
MI0000822_MIMAT0000770_52013786	chr6	52013786	52013806
MI0000822_MIMAT0000770_52013787	chr6	52013787	52013807
MI0000825_MIMAT0000772_100774213	chr14	100774213	100774233
MI0000825_MIMAT0000772_100774215	chr14	100774215	100774235
MI0001150_MIMAT0001080_27209168	chr7	27209168	27209188
MI0001445_MIMAT0004748_28444113	chr17	28444113	28444133
MI0001445_MIMAT0004748_28444114	chr17	28444114	28444134
MI0001445_MIMAT0004748_28444115	chr17	28444115	28444135
MI0001445_MIMAT0001340_28444147	chr17	28444147	28444167
MI0001445_MIMAT0001340_28444148	chr17	28444148	28444168
MI0001445_MIMAT0001340_28444149	chr17	28444149	28444169
MI0001445_MIMAT0001340_28444150	chr17	28444150	28444170
MI0001445_MIMAT0001340_28444151	chr17	28444151	28444171
MI0001445_MIMAT0001340_28444154	chr17	28444154	28444174
MI0001446_MIMAT0001341_133680731	chrX	133680731	133680751
MI0001446_MIMAT0004749_133680694	chrX	133680694	133680714
MI0001448_MIMAT0003393_49057653	chr3	49057653	49057673
MI0001448_MIMAT0003393_49057654	chr3	49057654	49057674
MI0001448_MIMAT0001343_49057613	chr3	49057613	49057633
MI0001448_MIMAT0001343_49057614	chr3	49057614	49057634
MI0001448_MIMAT0001343_49057615	chr3	49057615	49057635
MI0001518_MIMAT0001412_133304136	chrX	133304136	133304156
MI0001519_MIMAT0001413_133303902	chrX	133303902	133303922
MI0001641_MIMAT0001536_1104434	chr1	1104434	1104454
MI0001641_MIMAT0001536_1104435	chr1	1104435	1104455
MI0001648_MIMAT0001541_54466435	chr5	54466435	54466455
MI0001652_MIMAT0001545_133674444	chrX	133674444	133674464
MI0001721_MIMAT0001625_101347363	chr14	101347363	101347383
MI0001721_MIMAT0004757_101347403	chr14	101347403	101347423
MI0001723_MIMAT0001627_101348286	chr14	101348286	101348306
MI0001725_MIMAT0001629_101493171	chr14	101493171	101493191
MI0001726_MIMAT0001629_101493488	chr14	101493488	101493508
MI0001729_MIMAT0001631_27188438	chr17	27188438	27188458
MI0001729_MIMAT0001631_27188441	chr17	27188441	27188461
MI0001729_MIMAT0001631_27188442	chr17	27188442	27188462
MI0001729_MIMAT0001631_27188443	chr17	27188443	27188463
MI0001733_MIMAT0001635_151128166	chrX	151128166	151128186
MI0001733_MIMAT0001635_151128168	chrX	151128168	151128188
MI0001733_MIMAT0001635_151128171	chrX	151128171	151128191
MI0001733_MIMAT0001636_151128132	chrX	151128132	151128152
MI0001735_MIMAT0001638_101531651	chr14	101531651	101531671
MI0001735_MIMAT0001639_101531682	chr14	101531682	101531702
MI0001735_MIMAT0001639_101531683	chr14	101531683	101531703
MI0001735_MIMAT0001639_101531684	chr14	101531684	101531704
MI0002465_MIMAT0002171_101532298	chr14	101532298	101532318
MI0002466_MIMAT0002172_101506834	chr14	101506834	101506854
MI0002468_MIMAT0002174_15737158	chr16	15737158	15737178
MI0002468_MIMAT0002174_15737160	chr16	15737160	15737180
MI0002469_MIMAT0002175_101521764	chr14	101521764	101521784
MI0002469_MIMAT0002176_101521801	chr14	101521801	101521821
MI0002470_MIMAT0002177_41518021	chr8	41518021	41518041
MI0002470_MIMAT0002177_41518022	chr8	41518022	41518042
MI0002470_MIMAT0002177_41518023	chr8	41518023	41518043
MI0002470_MIMAT0002177_41518024	chr8	41518024	41518044
MI0002470_MIMAT0004762_41517981	chr8	41517981	41518001
MI0002471_MIMAT0002178_101518831	chr14	101518831	101518851
MI0003123_MIMAT0004763_176998530	chr1	176998530	176998550
MI0003124_MIMAT0002805_93113279	chr7	93113279	93113299
MI0003124_MIMAT0002805_93113280	chr7	93113280	93113300
MI0003125_MIMAT0002806_136587989	chr7	136587989	136588009
MI0003126_MIMAT0002807_20716119	chr9	20716119	20716139
MI0003127_MIMAT0002808_17887121	chr10	17887121	17887141
MI0003127_MIMAT0002808_17887122	chr10	17887122	17887142
MI0003128_MIMAT0002808_18134050	chr10	18134050	18134070
MI0003128_MIMAT0002808_18134051	chr10	18134051	18134071
MI0003129_MIMAT0002809_104196275	chr10	104196275	104196295
MI0003129_MIMAT0002809_104196276	chr10	104196276	104196296
MI0003129_MIMAT0002809_104196277	chr10	104196277	104196297
MI0003129_MIMAT0002809_104196278	chr10	104196278	104196298
MI0003129_MIMAT0002809_104196279	chr10	104196279	104196299
MI0003129_MIMAT0002809_104196280	chr10	104196280	104196300
MI0003129_MIMAT0002809_104196281	chr10	104196281	104196301
MI0003129_MIMAT0002809_104196282	chr10	104196282	104196302
MI0003129_MIMAT0002809_104196283	chr10	104196283	104196303
MI0003129_MIMAT0004766_104196313	chr10	104196313	104196333
MI0003129_MIMAT0004766_104196314	chr10	104196314	104196334
MI0003129_MIMAT0004766_104196315	chr10	104196315	104196335
MI0003130_MIMAT0002810_135061097	chr10	135061097	135061117
MI0003132_MIMAT0002813_101335412	chr14	101335412	101335432
MI0003132_MIMAT0003161_101335453	chr14	101335453	101335473
MI0003133_MIMAT0002814_101350833	chr14	101350833	101350853
MI0003134_MIMAT0002816_101496018	chr14	101496018	101496038
MI0003135_MIMAT0002817_101500141	chr14	101500141	101500161
MI0003137_MIMAT0004767_14397837	chr16	14397837	14397857
MI0003137_MIMAT0002819_14397874	chr16	14397874	14397894
MI0003137_MIMAT0002819_14397875	chr16	14397875	14397895
MI0003138_MIMAT0002820_6921317	chr17	6921317	6921337
MI0003138_MIMAT0002820_6921318	chr17	6921318	6921338
MI0003138_MIMAT0004768_6921278	chr17	6921278	6921298
MI0003139_MIMAT0002821_13985724	chr19	13985724	13985744
MI0003140_MIMAT0002823_54169983	chr19	54169983	54170003
MI0003141_MIMAT0002823_54172467	chr19	54172467	54172487
MI0003167_MIMAT0002859_54228711	chr19	54228711	54228731
MI0003177_MIMAT0002868_54254518	chr19	54254518	54254538
MI0003178_MIMAT0002869_54255703	chr19	54255703	54255723
MI0003180_MIMAT0004770_54260010	chr19	54260010	54260030
MI0003181_MIMAT0004770_54264402	chr19	54264402	54264422
MI0003183_MIMAT0002870_33578211	chr20	33578211	33578231
MI0003184_MIMAT0004773_49773051	chrX	49773051	49773071
MI0003184_MIMAT0002871_49773089	chrX	49773089	49773109
MI0003184_MIMAT0002871_49773090	chrX	49773090	49773110
MI0003184_MIMAT0002871_49773096	chrX	49773096	49773116
MI0003185_MIMAT0002872_49774343	chrX	49774343	49774363
MI0003185_MIMAT0004774_49774380	chrX	49774380	49774400
MI0003185_MIMAT0004774_49774381	chrX	49774381	49774401
MI0003185_MIMAT0004774_49774386	chrX	49774386	49774406
MI0003185_MIMAT0004774_49774387	chrX	49774387	49774407
MI0003186_MIMAT0002873_49779219	chrX	49779219	49779239
MI0003186_MIMAT0002873_49779220	chrX	49779220	49779240
MI0003186_MIMAT0004775_49779257	chrX	49779257	49779277
MI0003186_MIMAT0004775_49779258	chrX	49779258	49779278
MI0003188_MIMAT0002874_133680423	chrX	133680423	133680443
MI0003189_MIMAT0002875_137749941	chrX	137749941	137749961
MI0003189_MIMAT0002875_137749942	chrX	137749942	137749962
MI0003190_MIMAT0004776_139006376	chrX	139006376	139006396
MI0003190_MIMAT0002876_139006338	chrX	139006338	139006358
MI0003190_MIMAT0002876_139006339	chrX	139006339	139006359
MI0003190_MIMAT0002876_139006340	chrX	139006340	139006360
MI0003195_MIMAT0002880_146318485	chrX	146318485	146318505
MI0003196_MIMAT0002881_146342089	chrX	146342089	146342109
MI0003198_MIMAT0002883_146360804	chrX	146360804	146360824
MI0003198_MIMAT0002883_146360806	chrX	146360806	146360826
MI0003200_MIMAT0002883_146366193	chrX	146366193	146366213
MI0003200_MIMAT0002883_146366195	chrX	146366195	146366215
MI0003205_MIMAT0002888_49767772	chrX	49767772	49767792
MI0003205_MIMAT0002888_49767773	chrX	49767773	49767793
MI0003205_MIMAT0002888_49767774	chrX	49767774	49767794
MI0003205_MIMAT0004780_49767810	chrX	49767810	49767830
MI0003513_MIMAT0003150_116971728	chr9	116971728	116971748
MI0003513_MIMAT0003150_116971729	chr9	116971729	116971749
MI0003513_MIMAT0003150_116971731	chr9	116971731	116971751
MI0003513_MIMAT0004784_116971765	chr9	116971765	116971785
MI0003513_MIMAT0004784_116971766	chr9	116971766	116971786
MI0003513_MIMAT0004784_116971767	chr9	116971767	116971787
MI0003513_MIMAT0004784_116971768	chr9	116971768	116971788
MI0003530_MIMAT0003180_101512842	chr14	101512842	101512862
MI0003530_MIMAT0003180_101512843	chr14	101512843	101512863
MI0003530_MIMAT0003180_101512844	chr14	101512844	101512864
MI0003556_MIMAT0003214_3477294	chr1	3477294	3477314
MI0003560_MIMAT0004792_155164987	chr1	155164987	155165007
MI0003560_MIMAT0003218_155165027	chr1	155165027	155165047
MI0003560_MIMAT0003218_155165028	chr1	155165028	155165048
MI0003560_MIMAT0003218_155165029	chr1	155165029	155165049
MI0003575_MIMAT0003233_168269702	chr3	168269702	168269722
MI0003581_MIMAT0003239_38869713	chr4	38869713	38869733
MI0003581_MIMAT0003239_38869714	chr4	38869714	38869734
MI0003583_MIMAT0003241_110409869	chr4	110409869	110409889
MI0003583_MIMAT0004796_110409908	chr4	110409908	110409928
MI0003584_MIMAT0003242_115577929	chr4	115577929	115577949
MI0003587_MIMAT0003245_36148030	chr5	36148030	36148050
MI0003589_MIMAT0003247_58999512	chr5	58999512	58999532
MI0003589_MIMAT0003247_58999513	chr5	58999513	58999533
MI0003589_MIMAT0003247_58999514	chr5	58999514	58999534
MI0003589_MIMAT0004797_58999476	chr5	58999476	58999496
MI0003589_MIMAT0004797_58999477	chr5	58999477	58999497
MI0003591_MIMAT0003249_148441957	chr5	148441957	148441977
MI0003592_MIMAT0003250_168690638	chr5	168690638	168690658
MI0003592_MIMAT0003250_168690639	chr5	168690639	168690659
MI0003593_MIMAT0003251_18572075	chr6	18572075	18572095
MI0003596_MIMAT0003254_119390248	chr6	119390248	119390268
MI0003598_MIMAT0003251_135560358	chr6	135560358	135560378
MI0003599_MIMAT0004799_5535525	chr7	5535525	5535545
MI0003599_MIMAT0003256_5535488	chr7	5535488	5535508
MI0003600_MIMAT0004800_30329431	chr7	30329431	30329451
MI0003600_MIMAT0004800_30329432	chr7	30329432	30329452
MI0003600_MIMAT0003257_30329470	chr7	30329470	30329490
MI0003602_MIMAT0004801_73605582	chr7	73605582	73605602
MI0003602_MIMAT0004801_73605583	chr7	73605583	73605603
MI0003604_MIMAT0003260_126698223	chr7	126698223	126698243
MI0003610_MIMAT0003266_10892752	chr8	10892752	10892772
MI0003612_MIMAT0003251_105496633	chr8	105496633	105496653
MI0003628_MIMAT0003283_54427794	chr12	54427794	54427814
